text	topic	parent_L1
She meets several major figures in British history but is no closer to discovering the secret behind the tor which is leeching off her energy and life.	Novels about technology	Works about technology
Castillo dresses as Jason during his killing spree, which he is assisted in by a zombie-like clone of Jason's mother, Pamela.	Novels about technology	Works about technology
Thus, he signs Emika up for the tournament so that she can spy on her competitors without raising suspicion.	Novels about technology	Works about technology
The Moties had studied it extensively and fooled Jacob Buckman, the astrophysicist on the only expedition to the Motie system, into believing that it would ignite in about 1,000 years.	Novels about technology	Works about technology
Autumn has begun uploading the nightmares onto her website, but Devon destroys Autumn's computers, stopping the upload and prompting an enraged Freddy to murder Autumn.	Novels about technology	Works about technology
In other culture New York artist, Ziemba, released a "sonic fragrance mist" in 2017 named "A Door Into Ocean", after Slonczewski's novel.	Novels about technology	Works about technology
Events lead Hideyuki to tell Kaoru more about a research program he was involved in called the LOOP project: a virtual reality simulator meant to represent the emergence of life and how the world most likely evolved.	Novels about technology	Works about technology
Dickstein travels to Luxembourg to obtain documentation on all uranium shipments from the EURATOM agency located there.	Novels about technology	Works about technology
A novel in four parts "Planet Blue" – Set in a futuristic past where humanity's destruction of its homeworld, Orbus, seems to be inevitable, they discover and terraform another viable planet.	Novels about technology	Works about technology
Later, she tells Titus that her feed has been severely malfunctioning, and she may even die, having had the feed installed later in life (and so with greater accompanying risk).	Novels about technology	Works about technology
It was first published in June 2001 in the United States by HarperCollins under its Eos Books imprint.	Novels about technology	Works about technology
After various plot points, the characters realise the instabilities are actually being caused by the attack of the Xeelee, and the next instability could destroy both Parz and possibly the star itself.	Novels about technology	Works about technology
All Tomorrows is written in the style of a historical work, narrated by an alien creature recounting the history of humanity.	Novels about technology	Works about technology
Reception Publishers Weekly gave the book a positive review and called it "intriguing." while pointing out that it had a few surprises for a medical thriller.	Novels about technology	Works about technology
Jenna confronts her mother, who tells her that Jenna's body was almost completely burned in the accident, and only 10% of her brain could be salvaged.	Novels about technology	Works about technology
(The latter was able to occur because the United States were exhausted by a bloody civil war between the supporters and opponents of the Prohibition.) Absolute does more than affect minds.	Novels about technology	Works about technology
Her goal is to improve the realism of Zendegi's proxies, computer-generated people that flesh-out the VR's landscape.	Novels about technology	Works about technology
Plot The story is roughly divided into two parts: before and after 1927, the year in which it was written.	Novels about technology	Works about technology
She initially lives in canister worlds orbiting the Sun in a trojan orbit, where she sometimes works removing bioengineered weeds (vacuum flowers, the space-tolerant flora of the title) from the canisters' exterior ports.	Novels about technology	Works about technology
I'm kind of a curmudgeon, really, but I went back into it more positively." Colfer received an initial order of two books for The Fowl Twins spin-off series from Disney Hyperion, writing both The Fowl Twins and Deny All Charges simultaneously.	Novels about technology	Works about technology
There the Imperial Commission decides that ships must be sent to the hitherto ignored star system where the only dangerous Alderson Point will appear.	Novels about technology	Works about technology
The next day, a meeting with magicians is interrupted by an attack by Grimbold's people, who send a message that they won't stop until Janine is dead.	Novels about technology	Works about technology
The book serves as a sequel to the hit novel Warcross, also written by Lu, and follows the protagonist Emika Chen as she continues her hunt for Hideo, a rogue AI.	Novels about technology	Works about technology
This science-fiction novella was printed anonymously in New Zealand, and is extremely rare; it now exists only in a single copy in a library in Wellington.	Novels about technology	Works about technology
Major themes SLAY has been called "an incredibly raw and real depiction of modern black identity struggles", and is referenced as an example of a novel exploring black girlhood.	Novels about technology	Works about technology
Conclusion Giannine awakens in the arms of Nigel Rasmussem, who turns out to be just sixteen - the physical appearance he displayed earlier was actually his uncle's, and he was the physical model for Giannine's in-game crush Kenric.	Novels about technology	Works about technology
